Conocimiento:4.97
Ideal_Conocimiento:9.82
Habilidades:5.88
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.26
Ideal_Ac_Val:9.85
Global:64.46
Experiencia previa,4.826942,1.4223150655701604
Aprendizaje autónomo,4.753233,4.275
Posesión de información,4.710952,1.5105854247375852
Pensamiento crítico,4.658552,2.737338267230517
Aprovechar oportunidades,4.796937,4.311
Desarrollo de redes de contactos ,4.791136,2.5250913406340394
Toma de decisiones y solución de problemas ,4.888132,1.2785768037808498
Persuasión ,4.805802,2.5721977573178183
Creatividad e innovación,4.758982,3.401569153589966
Liderazgo ,4.830064,3.5604193701037623
Inconformidad e individualismo,4.886479,2.599124189626108
Locus de control interno ,4.820008,1.3193767150453144
Tendencia a asumir riesgos ,4.883331,1.5434580677127654
Tolerancia al fracaso y a la incertidumbre ,4.797048,4.311
Motivación,4.771941,3.6200690049835704
Persistencia ,4.86577,3.360949227285204
Legitimidad,4.753092,4.275
Autoeficacia ,4.774559,2.9141671025879594
Competitividad,4.737989,3.4126896866406353
Confianza ,4.73154,3.9337580751127064
