Conocimiento:4.54
Ideal_Conocimiento:9.82
Habilidades:6.1
Ideal_Habilidades:9.88
Actitudes_y_Valores:5.9
Ideal_Ac_Val:9.85
Global:58.96
Experiencia previa,4.826942,1.2162968906469613
Aprendizaje autónomo,4.753233,4.929702021270447
Posesión de información,4.710952,1.4992727177645289
Pensamiento crítico,4.658552,1.4325122373549894
Aprovechar oportunidades,4.796937,4.984859954329772
Desarrollo de redes de contactos ,4.791136,2.6660134340616573
Toma de decisiones y solución de problemas ,4.888132,1.001380186097229
Persuasión ,4.805802,3.4033603074146983
Creatividad e innovación,4.758982,2.8270332175836597
Liderazgo ,4.830064,3.4242810534091985
Inconformidad e individualismo,4.886479,2.4141695052938497
Locus de control interno ,4.820008,1.0055481020173962
Tendencia a asumir riesgos ,4.883331,1.0164943006538454
Tolerancia al fracaso y a la incertidumbre ,4.797048,4.6569160257750655
Motivación,4.771941,3.7750376775452206
Persistencia ,4.86577,3.841013667807947
Legitimidad,4.753092,4.482945432905765
Autoeficacia ,4.774559,2.2765439219455965
Competitividad,4.737989,2.8190461024050704
Confianza ,4.73154,3.2201553615405643
