Conocimiento:6.22
Ideal_Conocimiento:9.82
Habilidades:6.57
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.53
Ideal_Ac_Val:9.85
Global:71.18
Experiencia previa,4.826942,2.066987545874974
Aprendizaje autónomo,4.753233,4.275
Posesión de información,4.710952,3.532379100341506
Pensamiento crítico,4.658552,2.559654546588508
Aprovechar oportunidades,4.796937,3.7495296854085303
Desarrollo de redes de contactos ,4.791136,3.6186640429637498
Toma de decisiones y solución de problemas ,4.888132,3.645148920986364
Persuasión ,4.805802,2.7489508543453045
Creatividad e innovación,4.758982,2.936249055766262
Liderazgo ,4.830064,3.017626555353888
Inconformidad e individualismo,4.886479,3.802695531375669
Locus de control interno ,4.820008,3.5496019547110507
Tendencia a asumir riesgos ,4.883331,4.392
Tolerancia al fracaso y a la incertidumbre ,4.797048,2.986625447772612
Motivación,4.771941,3.849965061354431
Persistencia ,4.86577,2.122371574881144
Legitimidad,4.753092,4.235383715163962
Autoeficacia ,4.774559,2.830501972201933
Competitividad,4.737989,2.2215542565009154
Confianza ,4.73154,2.6392011091697385
