Conocimiento:6.29
Ideal_Conocimiento:9.82
Habilidades:6.05
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.79
Ideal_Ac_Val:9.85
Global:74.39
Experiencia previa,4.826942,1.6714905213079767
Aprendizaje autónomo,4.753233,4.275
Posesión de información,4.710952,2.5287264094038884
Pensamiento crítico,4.658552,4.11209986544132
Aprovechar oportunidades,4.796937,4.311
Desarrollo de redes de contactos ,4.791136,2.984995153868396
Toma de decisiones y solución de problemas ,4.888132,1.495879713450136
Persuasión ,4.805802,2.6095748653827204
Creatividad e innovación,4.758982,2.5307554197107973
Liderazgo ,4.830064,4.206826627402204
Inconformidad e individualismo,4.886479,2.897980209432578
Locus de control interno ,4.820008,1.4949801719159208
Tendencia a asumir riesgos ,4.883331,2.6274101440693314
Tolerancia al fracaso y a la incertidumbre ,4.797048,3.211692137424381
Motivación,4.771941,3.99276356876977
Persistencia ,4.86577,4.012650255886068
Legitimidad,4.753092,4.275
Autoeficacia ,4.774559,3.417522231572396
Competitividad,4.737989,4.15148879321295
Confianza ,4.73154,3.8769135116342386
