Conocimiento:8.18
Ideal_Conocimiento:9.82
Habilidades:6.87
Ideal_Habilidades:9.88
Actitudes_y_Valores:7.04
Ideal_Ac_Val:9.85
Global:81.93
Experiencia previa,4.826942,4.338
Aprendizaje autónomo,4.753233,4.275
Posesión de información,4.710952,4.239
Pensamiento crítico,4.658552,3.49817014885916
Aprovechar oportunidades,4.796937,3.6883516550595106
Desarrollo de redes de contactos ,4.791136,4.253779868006557
Toma de decisiones y solución de problemas ,4.888132,4.392
Persuasión ,4.805802,1.5204194292503854
Creatividad e innovación,4.758982,2.4187940569233994
Liderazgo ,4.830064,4.347
Inconformidad e individualismo,4.886479,4.392
Locus de control interno ,4.820008,3.943733760083053
Tendencia a asumir riesgos ,4.883331,4.392
Tolerancia al fracaso y a la incertidumbre ,4.797048,2.9678859911999935
Motivación,4.771941,4.293
Persistencia ,4.86577,4.372385465335073
Legitimidad,4.753092,3.903659665396339
Autoeficacia ,4.774559,2.1749033467785024
Competitividad,4.737989,1.4008566392110617
Confianza ,4.73154,3.351893139838931
