Conocimiento:5.36
Ideal_Conocimiento:9.82
Habilidades:6.44
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.19
Ideal_Ac_Val:9.85
Global:64.89
Experiencia previa,4.826942,1.7016493734196898
Aprendizaje autónomo,4.753233,4.275
Posesión de información,4.710952,1.5956604362927223
Pensamiento crítico,4.658552,3.140494080688864
Aprovechar oportunidades,4.796937,4.311
Desarrollo de redes de contactos ,4.791136,3.3427264612926115
Toma de decisiones y solución de problemas ,4.888132,1.4000646022167738
Persuasión ,4.805802,3.864443909182861
Creatividad e innovación,4.758982,3.559614552311635
Liderazgo ,4.830064,2.8563199133876966
Inconformidad e individualismo,4.886479,2.3898816684079205
Locus de control interno ,4.820008,1.37636481911455
Tendencia a asumir riesgos ,4.883331,1.5069272721988074
Tolerancia al fracaso y a la incertidumbre ,4.797048,3.294352806908886
Motivación,4.771941,3.8598025383963006
Persistencia ,4.86577,3.1422477474662482
Legitimidad,4.753092,3.641968360298655
Autoeficacia ,4.774559,3.3494256222056573
Competitividad,4.737989,4.257000000000001
Confianza ,4.73154,4.146088912924237
