Conocimiento:6.73
Ideal_Conocimiento:9.82
Habilidades:6.76
Ideal_Habilidades:9.88
Actitudes_y_Valores:7.04
Ideal_Ac_Val:9.85
Global:79.72
Experiencia previa,4.826942,3.8868412313362275
Aprendizaje autónomo,4.753233,2.4043782416651194
Posesión de información,4.710952,3.706057899186173
Pensamiento crítico,4.658552,3.4622000052635853
Aprovechar oportunidades,4.796937,3.1031028901862765
Desarrollo de redes de contactos ,4.791136,4.311
Toma de decisiones y solución de problemas ,4.888132,4.392
Persuasión ,4.805802,2.0235346546821926
Creatividad e innovación,4.758982,3.095299847052134
Liderazgo ,4.830064,3.363471709317525
Inconformidad e individualismo,4.886479,3.9264627573494595
Locus de control interno ,4.820008,4.338
Tendencia a asumir riesgos ,4.883331,4.392
Tolerancia al fracaso y a la incertidumbre ,4.797048,1.466766351767414
Motivación,4.771941,4.293
Persistencia ,4.86577,3.4143351305835603
Legitimidad,4.753092,4.156433967764276
Autoeficacia ,4.774559,3.880445503110874
Competitividad,4.737989,2.6566108239887507
Confianza ,4.73154,2.6871841336218116
