Conocimiento:5.42
Ideal_Conocimiento:9.82
Habilidades:5.18
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.31
Ideal_Ac_Val:9.85
Global:64.86
Experiencia previa,4.826942,2.0665466787801554
Aprendizaje autónomo,4.753233,4.275
Posesión de información,4.710952,2.6797745255596297
Pensamiento crítico,4.658552,1.810569856492055
Aprovechar oportunidades,4.796937,3.945585833851759
Desarrollo de redes de contactos ,4.791136,2.8992181636061813
Toma de decisiones y solución de problemas ,4.888132,1.4267576273888254
Persuasión ,4.805802,1.833953110464003
Creatividad e innovación,4.758982,3.76392936501602
Liderazgo ,4.830064,1.6750151806412097
Inconformidad e individualismo,4.886479,3.363351006341886
Locus de control interno ,4.820008,2.4171870779820566
Tendencia a asumir riesgos ,4.883331,1.934443033754809
Tolerancia al fracaso y a la incertidumbre ,4.797048,3.6037596655593487
Motivación,4.771941,3.2482122189631073
Persistencia ,4.86577,3.5017722279091386
Legitimidad,4.753092,3.156933530308289
Autoeficacia ,4.774559,2.9628389232719488
Competitividad,4.737989,3.1817025728820005
Confianza ,4.73154,4.185641802539928
