Conocimiento:5.02
Ideal_Conocimiento:9.82
Habilidades:4.97
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.67
Ideal_Ac_Val:9.85
Global:69.22
Experiencia previa,4.826942,1.5436652630530676
Aprendizaje autónomo,4.753233,4.275
Posesión de información,4.710952,2.215937363413435
Pensamiento crítico,4.658552,1.9977590008337305
Aprovechar oportunidades,4.796937,4.311
Desarrollo de redes de contactos ,4.791136,1.1938028358574115
Toma de decisiones y solución de problemas ,4.888132,1.2977253975454592
Persuasión ,4.805802,1.4529476911296397
Creatividad e innovación,4.758982,2.293592782518557
Liderazgo ,4.830064,4.347
Inconformidad e individualismo,4.886479,2.7816208934571796
Locus de control interno ,4.820008,1.3217984953707238
Tendencia a asumir riesgos ,4.883331,1.8365760463185958
Tolerancia al fracaso y a la incertidumbre ,4.797048,4.311
Motivación,4.771941,4.278726538294352
Persistencia ,4.86577,4.3740000000000006
Legitimidad,4.753092,4.275
Autoeficacia ,4.774559,2.8635282802340267
Competitividad,4.737989,3.449440466696477
Confianza ,4.73154,3.870524091365529
