Conocimiento:5.88
Ideal_Conocimiento:9.82
Habilidades:6.5
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.3
Ideal_Ac_Val:9.85
Global:67.34
Experiencia previa,4.826942,2.2077318859787485
Aprendizaje autónomo,4.753233,4.275
Posesión de información,4.710952,2.785055635836878
Pensamiento crítico,4.658552,2.483710349034022
Aprovechar oportunidades,4.796937,3.361625817499655
Desarrollo de redes de contactos ,4.791136,4.2305147297274495
Toma de decisiones y solución de problemas ,4.888132,4.392
Persuasión ,4.805802,1.602425941999589
Creatividad e innovación,4.758982,3.3561528068397997
Liderazgo ,4.830064,2.5499025480868394
Inconformidad e individualismo,4.886479,2.7352320679460456
Locus de control interno ,4.820008,1.5370513568098565
Tendencia a asumir riesgos ,4.883331,1.6328056257547905
Tolerancia al fracaso y a la incertidumbre ,4.797048,2.906238199053917
Motivación,4.771941,4.293
Persistencia ,4.86577,3.533074409684748
Legitimidad,4.753092,4.275
Autoeficacia ,4.774559,3.8358692199272104
Competitividad,4.737989,3.67770082161787
Confianza ,4.73154,3.0936684890466175
