Conocimiento:6.24
Ideal_Conocimiento:9.82
Habilidades:7.64
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.32
Ideal_Ac_Val:9.85
Global:69.69
Experiencia previa,4.826942,2.61167237418739
Aprendizaje autónomo,4.753233,3.6761961020935354
Posesión de información,4.710952,2.710129771889699
Pensamiento crítico,4.658552,3.472869052451455
Aprovechar oportunidades,4.796937,4.311
Desarrollo de redes de contactos ,4.791136,4.2143756459818835
Toma de decisiones y solución de problemas ,4.888132,4.392
Persuasión ,4.805802,3.932796183759221
Creatividad e innovación,4.758982,2.4225722429390073
Liderazgo ,4.830064,3.6326937121784266
Inconformidad e individualismo,4.886479,3.0642218888035417
Locus de control interno ,4.820008,1.9845599306388395
Tendencia a asumir riesgos ,4.883331,2.281894512158663
Tolerancia al fracaso y a la incertidumbre ,4.797048,2.6887150846818573
Motivación,4.771941,4.293
Persistencia ,4.86577,3.670117305545025
Legitimidad,4.753092,4.275
Autoeficacia ,4.774559,3.6075588096427635
Competitividad,4.737989,4.0226700767767145
Confianza ,4.73154,1.6917706753396158
